Date,Open,High,Low,Close,Volume,Market Cap
13-03-2023,20452.2228,21952.79781,20288.5161,21952.79781,44270891662,3.98E+11
12-03-2023,20152.93496,20633.2632,19806.0233,20494.9368,65553563733,3.90E+11
11-03-2023,20370.0069,20370.0069,19596.8698,20133.73982,71847249599,3.86E+11
10-03-2023,21704.00142,21802.77142,20216.5488,20355.8604,45238575975,4.14E+11
09-03-2023,22197.6588,22277.2811,21660.4812,21692.94463,47170430250,4.26E+11
08-03-2023,22402.4204,22501.16706,21988.52287,22195.0144,35188296875,4.30E+11
07-03-2023,22428.6582,22584.5227,22333.2367,22409.4946,27238556224,4.31E+11
06-03-2023,22347.03072,22609.38677,22265.291,22434.9936,24779491797,4.31E+11
05-03-2023,22354.893,22397.6782,22188.8327,22339.03801,31121925017,4.29E+11
04-03-2023,23466.6755,23466.6755,22190.8158,22333.7667,49445760676,4.31E+11
03-03-2023,23638.9824,23739.2218,23234.9795,23465.2689,41566999708,4.50E+11
02-03-2023,23126.84311,23867.99,23046.3779,23659.4001,43583459058,4.53E+11
01-03-2023,23495.24032,23579.3235,23065.74238,23139.07679,42623345223,4.49E+11
28-02-2023,23556.2553,23876.8245,23174.93017,23508.2647,37836599964,4.51E+11
27-02-2023,23164.8803,23657.08022,23068.1735,23531.2037,30763870151,4.47E+11
26-02-2023,23190.4354,23200.5083,22828.3886,23170.0132,43845686169,4.43E+11
25-02-2023,23938.3238,24105.2257,22959.57221,23197.7565,52740902471,4.54E+11
24-02-2023,24189.6192,24582.6995,23674.5002,23949.1025,58942510066,4.64E+11
23-02-2023,24453.2537,24466.1821,23611.2474,24192.9805,68682894492,4.62E+11
22-02-2023,24840.3916,25099.5248,24175.3831,24426.1719,56920857216,4.75E+11
21-02-2023,24295.4446,25051.76752,23907.48416,24797.2219,57637586702,4.74E+11
20-02-2023,24632.5653,25115.7876,24323.5789,24332.2815,39183466297,4.74E+11
19-02-2023,24566.9638,24816.00713,24458.9452,24644.0369,77159018994,4.73E+11
18-02-2023,23549.9584,24978.7723,23540.3108,24558.3155,90976381554,4.61E+11
17-02-2023,24331.04759,25188.2965,23531.7304,23531.7304,86355573589,4.73E+11
16-02-2023,22202.6563,24324.46403,22058.06124,24324.46403,74461915526,4.40E+11
15-02-2023,21773.52817,22263.51499,21611.94293,22200.0306,68706157127,4.21E+11
14-02-2023,21784.9464,21884.0971,21435.23949,21810.99049,61574705934,4.17E+11
13-02-2023,21864.4863,22087.18786,21676.75867,21753.75323,48142213404,4.20E+11
12-02-2023,21635.5236,21889.2509,21609.124,21865.7753,69262238052,4.17E+11
11-02-2023,21788.52851,21933.0975,21488.4665,21648.2846,98156502357,4.18E+11
10-02-2023,22961.8383,22984.0285,21754.61261,21799.18211,85459684181,4.33E+11
09-02-2023,23251.8694,23373.521,22719.144,22949.2132,78220219463,4.44E+11
08-02-2023,22756.372,23322.6114,22756.372,23261.2186,73192527388,4.42E+11
07-02-2023,22931.35882,23145.1318,22670.6895,22747.465,64529839445,4.40E+11
06-02-2023,23324.6017,23427.10098,22838.9586,22938.18469,50759004587,4.46E+11
05-02-2023,23431.6868,23565.3339,23282.52298,23315.8076,68664568348,4.49E+11
04-02-2023,23468.9785,23685.8328,23272.5314,23429.76,90857177060,4.51E+11
03-02-2023,23719.3791,24244.3654,23427.4962,23484.9488,95457905636,4.58E+11
02-02-2023,23130.9161,23767.4245,22826.0582,23706.0643,70420783232,4.45E+11
01-02-2023,22833.314,23223.475,22744.93,23153.2004,74707896121,4.41E+11
31-01-2023,23749.461,23786.6488,22672.98673,22814.4792,79832137387,4.47E+11
30-01-2023,23024.957,23926.159,22980.0444,23775.9829,60729082837,4.50E+11
29-01-2023,23071.4588,23180.18846,22896.0926,23007.4396,62781856583,4.42E+11
28-01-2023,23018.1861,23408.25482,22630.0293,23051.2708,74589340814,4.42E+11
27-01-2023,23075.99594,23241.72719,22890.2856,23007.8352,94982498162,4.43E+11
26-01-2023,22633.85278,23718.1854,22366.5718,23125.7229,82625725355,4.36E+11
25-01-2023,22917.8383,23150.6889,22569.1259,22614.65844,79571624078,4.41E+11
24-01-2023,22717.532,23139.66022,22667.965,22944.9201,73343525504,4.39E+11
23-01-2023,22777.8509,23052.145,22368.6486,22723.9532,79716701625,4.38E+11
22-01-2023,22667.3593,23304.14817,22506.41638,22751.6074,1.01E+11,4.40E+11
21-01-2023,21074.94553,22687.3555,20919.9508,22665.7507,64447751467,4.09E+11
20-01-2023,20669.59581,21157.11993,20666.8001,21082.0582,77983080988,4.01E+11
19-01-2023,21136.70788,21549.6846,20545.96973,20686.51042,58478858169,4.06E+11
18-01-2023,21183.01845,21443.70273,20959.50244,21157.18961,51515154112,4.07E+11
17-01-2023,20874.78748,21410.3251,20728.0661,21171.04828,60636932850,4.04E+11
16-01-2023,20951.2141,20995.26723,20577.7361,20856.05839,63212388594,3.99E+11
15-01-2023,19921.96716,21149.5971,19921.96716,20983.9756,1.05E+11,4.00E+11
14-01-2023,18851.0079,19975.9469,18732.6096,19913.72947,81808386802,3.67E+11
13-01-2023,17943.63093,19028.6547,17924.50069,18858.6646,72766611570,3.52E+11
12-01-2023,17439.74515,17939.3625,17333.66686,17939.3625,43812401707,3.35E+11
11-01-2023,17179.14283,17487.8535,17159.3098,17435.75165,45095406948,3.32E+11
10-01-2023,17114.08109,17390.39293,17114.08109,17194.77873,40370843456,3.31E+11
09-01-2023,16943.76168,17070.57451,16919.17723,17070.57451,21776089963,3.26E+11
08-01-2023,16951.15832,16974.4015,16909.74677,16944.5396,34306384469,3.25E+11
07-01-2023,16831.1192,17005.49708,16707.85103,16953.97207,34958072839,3.23E+11
06-01-2023,16852.13279,16877.1266,16781.4648,16828.8464,38960056725,3.23E+11
05-01-2023,16674.5087,16973.38119,16658.43394,16857.28271,39384163470,3.23E+11
04-01-2023,16673.74875,16763.44729,16616.63238,16675.90904,29648327502,3.21E+11
03-01-2023,16617.2544,16758.52531,16560.09073,16677.44994,24859666802,3.21E+11
02-01-2023,16537.4542,16621.1651,16507.3906,16607.06946,23508784398,3.18E+11
01-01-2023,16608.07087,16632.8997,16495.87373,16538.3479,34065336177,3.18E+11
31-12-2022,16636.99312,16639.84355,16379.5325,16603.75195,36451566841,3.18E+11
30-12-2022,16547.53492,16655.07028,16503.1955,16641.44486,41785365276,3.19E+11
29-12-2022,16706.2494,16762.0146,16488.7629,16549.98327,38602978212,3.20E+11
28-12-2022,16919.82303,16963.00298,16631.43,16706.45971,31444051214,3.23E+11
27-12-2022,16832.92337,16911.64997,16804.83979,16908.94843,26543512370,3.24E+11
26-12-2022,16836.196,16849.6872,16739.6511,16829.9184,21982382836,3.23E+11
25-12-2022,16779.5308,16853.5422,16779.5308,16833.8821,20626954276,3.23E+11
24-12-2022,16819.7954,16903.32652,16772.50272,16780.46368,35636481444,3.23E+11
23-12-2022,16818.78091,16859.2589,16572.0123,16822.06214,33312386965,3.22E+11
22-12-2022,16901.38001,16921.02808,16740.439,16806.4165,42938911495,3.23E+11
21-12-2022,16441.86651,16994.6028,16408.6775,16902.54219,50421339947,3.23E+11
20-12-2022,16741.11829,16801.15008,16366.3141,16424.79671,29555712498,3.20E+11
19-12-2022,16779.0901,16820.63769,16677.74537,16750.76581,25538438677,3.22E+11
18-12-2022,16636.47029,16785.8923,16594.00093,16785.8923,46630829170,3.21E+11
17-12-2022,17358.52252,17513.9378,16529.29736,16608.4932,47661468459,3.29E+11
16-12-2022,17794.87527,17843.0862,17306.06562,17339.45827,56261667200,3.38E+11
15-12-2022,17779.86762,18329.45017,17710.38765,17799.16897,53775197070,3.43E+11
14-12-2022,17202.4905,17932.4687,17097.2124,17766.35055,41107035769,3.36E+11
13-12-2022,17089.44609,17220.81454,16882.27289,17220.81454,27210991609,3.27E+11
12-12-2022,17129.86355,17253.1914,17080.09215,17091.91654,19589911019,3.30E+11
11-12-2022,17128.16109,17216.17461,17105.50512,17114.34059,25743383676,3.30E+11
10-12-2022,17226.67597,17272.18749,17081.5468,17123.38673,34491913202,3.30E+11
09-12-2022,16835.04924,17290.3,16791.27889,17254.8416,31326142821,3.25E+11
08-12-2022,17089.81611,17096.3844,16746.3916,16838.04747,33628606812,3.24E+11
07-12-2022,16967.68378,17101.71347,16925.2251,17088.37612,33312994596,3.27E+11
06-12-2022,17112.09583,17391.96734,16884.1888,16959.33606,33310234567,3.30E+11
05-12-2022,16880.83041,17144.10055,16880.83041,17130.16533,25946687019,3.27E+11
04-12-2022,17092.1973,17122.7858,16876.10583,16903.72363,28422679969,3.26E+11
03-12-2022,16972.46462,17088.9091,16862.76796,17088.4265,33498051231,3.26E+11
02-12-2022,17165.41157,17214.3263,16883.1711,16956.1893,38788974492,3.28E+11
01-12-2022,16438.7456,17212.89826,16438.7456,17188.63468,44743059371,3.25E+11
30-11-2022,16213.3896,16522.97747,16111.2497,16436.1924,52776387684,3.15E+11
29-11-2022,16425.21291,16481.7679,16044.1124,16212.40325,44930760967,3.12E+11
28-11-2022,16457.25328,16593.45956,16419.0214,16432.36462,35423221803,3.18E+11
27-11-2022,16513.9287,16683.87487,16415.61993,16461.19452,39602744661,3.18E+11
26-11-2022,16609.3759,16609.3759,16371.8691,16511.91128,40539647986,3.17E+11
25-11-2022,16624.7795,16779.3432,16474.39258,16597.7313,51316136348,3.19E+11
24-11-2022,16221.67,16652.2104,16167.2766,16615.2292,54191750386,3.16E+11
23-11-2022,15781.03008,16260.7217,15666.2745,16174.9574,58615626724,3.06E+11
22-11-2022,16286.8064,16286.8064,15598.4951,15779.9717,50201276580,3.08E+11
21-11-2022,16704.48043,16746.2736,16248.1492,16291.4477,28445975204,3.19E+11
20-11-2022,16704.6214,16807.0579,16565.157,16715.83859,33337255479,3.20E+11
19-11-2022,16692.92278,16953.88897,16561.0259,16711.14178,47289260011,3.22E+11
18-11-2022,16670.39512,16728.65601,16448.1626,16690.88953,51656804096,3.19E+11
17-11-2022,16898.2358,16988.2412,16414.32076,16673.50771,57818172615,3.21E+11
16-11-2022,16614.28715,17086.6912,16555.1515,16894.9265,68872354802,3.23E+11
15-11-2022,16331.35218,17151.97426,15838.3193,16630.63746,64554331975,3.16E+11
14-11-2022,16800.9926,16933.5745,16272.7358,16349.9976,39952276053,3.19E+11
13-11-2022,17047.8221,17068.2517,16639.61702,16802.1943,68135292658,3.23E+11
12-11-2022,17592.6207,17675.2616,16453.91913,17104.1984,1.09E+11,3.28E+11
11-11-2022,15897.5166,18179.29557,15866.93178,17590.41467,1.54E+11,3.25E+11
10-11-2022,18545.16182,18566.71676,15652.5911,15789.34242,1.65E+11,3.36E+11
09-11-2022,20590.7499,20657.6234,17641.1588,18528.52093,1.16E+11,3.75E+11
08-11-2022,20918.1723,21042.8703,20447.2795,20591.7459,75255069696,3.98E+11
07-11-2022,21302.3297,21350.9881,20913.0539,20913.0539,54828288043,4.07E+11
06-11-2022,21145.628,21461.07944,21095.7603,21281.5851,93930901874,4.09E+11
05-11-2022,20205.27906,21213.06458,20190.88843,21156.078,86139251797,3.97E+11
04-11-2022,20150.54441,20376.98663,20063.3165,20208.59651,89252131698,3.88E+11
03-11-2022,20481.979,20732.0272,20073.87548,20151.52308,69104918002,3.91E+11
02-11-2022,20495.70599,20650.43872,20374.12953,20481.5549,75086343467,3.93E+11
01-11-2022,20620.8161,20806.8788,20290.12864,20504.46023,63533875356,3.93E+11
31-10-2022,20809.80881,20910.0964,20520.35815,20621.7479,64733978709,3.97E+11
30-10-2022,20595.37894,21003.55731,20563.937,20811.98837,78150625138,3.98E+11
29-10-2022,20292.40585,20733.95162,20074.037,20608.2579,86808559758,3.91E+11
28-10-2022,20766.80989,20860.75336,20249.7547,20283.97975,97985674212,3.95E+11
27-10-2022,20081.82064,20943.08464,20065.93368,20754.02397,1.12E+11,3.94E+11
26-10-2022,19330.2129,20388.4725,19252.5634,20110.87556,62423042788,3.75E+11
25-10-2022,19564.5146,19578.3784,19191.1109,19335.3937,57568925284,3.71E+11
24-10-2022,19203.7979,19669.50723,19112.1147,19548.7249,29334480682,3.69E+11
23-10-2022,19162.5376,19248.5639,19119.8239,19202.85297,51155992135,3.67E+11
22-10-2022,19042.7405,19231.1974,18743.2771,19166.3286,56719066041,3.65E+11
21-10-2022,19123.6291,19328.0008,18942.909,19042.9309,50448821589,3.66E+11
20-10-2022,19329.1763,19337.0797,19115.2331,19124.9892,61076924388,3.68E+11
19-10-2022,19546.0154,19685.47556,19116.7442,19351.0697,62745223680,3.73E+11
18-10-2022,19256.40623,19650.7575,19164.44404,19558.1117,48744779300,3.72E+11
17-10-2022,19066.0574,19397.58735,19066.0574,19259.62065,31434982425,3.67E+11
16-10-2022,19182.2476,19219.5647,19026.2672,19054.8847,55450156103,3.67E+11
15-10-2022,19380.65578,19891.3268,19096.9897,19191.0274,94607306809,3.74E+11
14-10-2022,19155.03423,19454.6764,18290.6714,19380.6893,66306380333,3.65E+11
13-10-2022,19060.6544,19206.1014,19024.1102,19157.97735,57228996066,3.66E+11
12-10-2022,19133.07734,19256.37998,18889.95635,19045.5416,58945067207,3.65E+11
11-10-2022,19443.0047,19516.1351,19100.8137,19135.37402,43632528537,3.70E+11
10-10-2022,19415.1815,19539.48528,19330.103,19436.3351,32508420907,3.73E+11
09-10-2022,19533.27671,19607.87574,19275.3283,19401.0105,47210778232,3.73E+11
08-10-2022,19956.8027,20042.217,19377.61884,19533.02825,60960544333,3.79E+11
07-10-2022,20157.0733,20412.1791,19882.90905,19948.2219,73072720043,3.86E+11
06-10-2022,20339.9766,20343.1053,19759.35203,20168.6041,69289916686,3.86E+11
05-10-2022,19621.4414,20373.39697,19510.5453,20339.726,68130612935,3.82E+11
04-10-2022,19057.6437,19666.3757,19031.5833,19610.3879,57075608007,3.70E+11
03-10-2022,19311.0991,19388.8829,18940.09448,19035.34988,38546956252,3.69E+11
02-10-2022,19424.06007,19470.25237,19221.463,19305.1719,68653690679,3.70E+11
01-10-2022,19595.19645,20130.3524,19251.1829,19449.60774,83393624974,3.74E+11
30-09-2022,19417.11887,19595.0236,18900.6111,19593.33746,93504140231,3.72E+11
29-09-2022,19109.88148,19731.8756,18528.60194,19399.48878,1.09E+11,3.66E+11
28-09-2022,19224.7583,20346.1614,18844.2644,19098.47982,98288909824,3.78E+11
27-09-2022,18802.6997,19277.51156,18700.5511,19238.7536,67509007649,3.64E+11
26-09-2022,18923.4988,19135.6295,18682.76349,18814.0516,44811745465,3.64E+11
25-09-2022,19290.27961,19294.62788,18831.32928,18931.73411,70758854556,3.65E+11
24-09-2022,19404.73613,19466.7087,18568.7795,19245.96942,77987818268,3.65E+11
23-09-2022,18480.42574,19493.93645,18374.8544,19429.13269,99240692196,3.64E+11
22-09-2022,18873.9083,19670.86591,18200.89554,18501.82049,73457138532,3.64E+11
21-09-2022,19537.1129,19624.33598,18799.07474,18873.2005,77663890643,3.67E+11
20-09-2022,19420.56091,19623.12094,18391.81939,19576.6372,79169374905,3.64E+11
19-09-2022,20121.8493,20121.8493,19374.4683,19393.59391,47383656476,3.80E+11
18-09-2022,19803.71233,20173.35446,19768.49012,20123.64055,57758805461,3.82E+11
17-09-2022,19702.014,19880.55358,19360.1566,19756.26819,66830132537,3.77E+11
16-09-2022,20221.79021,20288.6975,19652.74184,19662.3883,75639756188,3.83E+11
15-09-2022,20175.70209,20486.08435,19748.01319,20251.71983,84479598023,3.87E+11
14-09-2022,22399.97823,22698.77167,20032.1647,20172.39246,81152505173,4.12E+11
13-09-2022,21818.60296,22458.63331,21589.69466,22387.93863,69203768619,4.24E+11
12-09-2022,21648.39,21810.00021,21381.9013,21789.45241,51346227840,4.14E+11
11-09-2022,21362.69347,21767.7515,21166.98725,21661.704,62426090340,4.09E+11
10-09-2022,19324.6317,21396.56903,19323.3601,21370.64087,60209335509,3.97E+11
09-09-2022,19283.33315,19428.68675,19081.5462,19318.4204,49633780892,3.69E+11
08-09-2022,18785.90733,19446.587,18578.84042,19275.30356,56371120128,3.62E+11
07-09-2022,19786.6074,20154.40267,18744.9048,18812.06104,48719532558,3.75E+11
06-09-2022,20000.39948,20040.55329,19660.14857,19808.09596,35287255189,3.79E+11
05-09-2022,19830.80646,19999.59658,19620.9343,19975.3081,30188903488,3.79E+11
04-09-2022,19957.5713,20046.5481,19678.207,19834.79562,46422244779,3.80E+11
03-09-2022,20123.43013,20409.61699,19787.50041,19927.5466,53777627900,3.85E+11
02-09-2022,20053.474,20185.9976,19619.6549,20145.5884,59976236430,3.82E+11
01-09-2022,19794.2573,20438.0133,19794.2573,20046.9471,68910236345,3.87E+11
31-08-2022,20295.05747,20558.0115,19595.5805,19768.0653,59130067822,3.85E+11
30-08-2022,19539.5807,20360.7005,19539.5807,20280.87118,50011859822,3.82E+11
29-08-2022,20032.7284,20133.3567,19606.7351,19606.7351,41580848932,3.83E+11
28-08-2022,20254.82006,20331.54696,19870.57393,20050.5705,59715633081,3.85E+11
27-08-2022,21563.19311,21812.7889,20122.77851,20215.51485,54504579115,4.05E+11
26-08-2022,21367.72491,21773.14866,21330.7948,21591.28483,50399097415,4.13E+11
25-08-2022,21512.99519,21826.3262,21172.07432,21378.10481,50558561664,4.11E+11
24-08-2022,21412.8329,21632.79067,20946.7834,21516.13082,56455916260,4.09E+11
23-08-2022,21511.40548,21511.40548,20931.27811,21418.635,48612705849,4.07E+11
22-08-2022,21138.10908,21671.11018,21085.99916,21515.70635,42209985479,4.09E+11
21-08-2022,20836.67633,21336.82388,20829.83792,21163.4085,61145030799,4.05E+11
20-08-2022,23192.0722,23192.0722,20840.72427,20840.72427,56799885625,4.18E+11
19-08-2022,23338.393,23575.6112,23140.45858,23206.1852,50975738596,4.48E+11
18-08-2022,23858.86042,24416.598,23213.05903,23311.75915,55592942003,4.53E+11
17-08-2022,24088.5357,24236.6282,23707.5439,23889.74606,59133679900,4.58E+11
16-08-2022,24300.94304,25136.0173,23804.7166,24146.6057,59267124807,4.64E+11
15-08-2022,24443.20772,24975.3551,24177.63291,24323.00217,45036090766,4.69E+11
14-08-2022,24399.2979,24879.86331,24334.20221,24427.97318,55096228622,4.69E+11
13-08-2022,23934.3906,24417.5757,23644.7259,24395.938,74588843079,4.58E+11
12-08-2022,23956.8358,24838.02258,23872.7772,23928.9778,86265117554,4.66E+11
11-08-2022,23145.39408,24149.62713,22734.43796,23940.2045,75259928007,4.47E+11
10-08-2022,23817.559,23892.834,22906.4602,23158.6991,70921624871,4.48E+11
09-08-2022,23173.56449,24223.89166,23173.56449,23792.955,61125921052,4.55E+11
08-08-2022,22941.6741,23371.0648,22864.3859,23170.70242,37227900821,4.41E+11
07-08-2022,23296.01436,23327.09846,22938.3603,22938.3603,46671867100,4.43E+11
06-08-2022,22603.22935,23440.18661,22603.22935,23225.78975,1.30E+11,4.41E+11
05-08-2022,22817.3353,23200.51931,22449.9977,22635.52,63618554425,4.37E+11
04-08-2022,22986.79764,23567.7332,22722.4086,22812.3048,61731132919,4.43E+11
03-08-2022,23281.93087,23423.38037,22683.0436,22963.82554,64458226290,4.39E+11
02-08-2022,23311.5556,23475.5943,22864.67662,23311.59284,63362851484,4.44E+11
01-08-2022,23635.63636,24167.15107,23258.2971,23314.4296,70552922681,4.53E+11
31-07-2022,23789.5514,24589.35357,23550.6775,23642.24323,78457212018,4.59E+11
30-07-2022,23852.00876,24298.65222,23452.4636,23746.2734,82637280583,4.56E+11
29-07-2022,22954.99807,24139.4757,22713.87195,23847.01344,95390300729,4.45E+11
28-07-2022,21279.62235,22943.12042,21047.5454,22943.12042,74499287061,4.14E+11
27-07-2022,21317.184,21317.184,20737.03582,21206.71524,80699937496,4.02E+11
26-07-2022,22583.91577,22620.9539,21340.4673,21340.4673,63096376192,4.19E+11
25-07-2022,22459.03629,22990.39361,22295.8444,22600.78471,64037183873,4.33E+11
24-07-2022,22683.3616,22971.2668,22000.69088,22471.3157,66410503533,4.30E+11
23-07-2022,23153.3584,23679.19482,22559.0086,22701.085,86243476341,4.42E+11
22-07-2022,23219.1382,23403.2821,22369.09692,23180.0875,91477466453,4.38E+11
21-07-2022,23409.933,24237.7006,22966.7746,23244.5742,93750028124,4.50E+11
20-07-2022,22517.0955,23695.7738,21620.9054,23407.3451,1.04E+11,4.30E+11
19-07-2022,20787.37682,22688.71683,20787.37682,22440.03658,75819726180,4.17E+11
18-07-2022,21207.85095,21605.86931,20769.40226,20769.40226,63000171477,4.05E+11
17-07-2022,20825.95713,21507.16927,20514.6608,21192.11367,67204086400,3.99E+11
16-07-2022,20587.367,21161.56873,20406.85345,20831.31137,70225059640,3.97E+11
15-07-2022,20241.3541,20748.3833,19659.56011,20587.5358,67129015438,3.85E+11
14-07-2022,19330.0263,20223.0186,19001.01635,20187.1528,55545072384,3.75E+11
13-07-2022,19961.3584,20043.3868,19313.26076,19313.26076,48327162041,3.77E+11
12-07-2022,20849.27192,20849.27192,19930.49038,19992.29457,49043628075,3.91E+11
11-07-2022,21584.98166,21589.42303,20701.0522,20857.65584,54982980252,4.04E+11
10-07-2022,21594.39562,21951.0266,21424.1627,21592.74175,83660958023,4.13E+11
09-07-2022,21654.1355,22332.79352,21250.88435,21801.08221,70338781755,4.15E+11
08-07-2022,20562.57347,21801.0647,20279.6294,21647.16593,44030315826,3.97E+11
07-07-2022,20209.97547,20615.7438,19835.7004,20557.53555,52267397111,3.85E+11
06-07-2022,20219.6652,20687.75138,19354.56272,20185.96233,47991911818,3.82E+11
05-07-2022,19317.458,20296.167,19071.7771,20255.6454,33124206628,3.73E+11
04-07-2022,19249.3473,19567.1081,18973.25187,19310.0755,29227636338,3.66E+11
03-07-2022,19266.38852,19425.75551,19036.1315,19246.50949,39790523570,3.67E+11
02-07-2022,19922.81905,20623.15226,19075.4632,19336.10444,63618849237,3.73E+11
01-07-2022,20117.9242,20145.9851,18703.15969,19816.74636,46778511125,3.69E+11
30-06-2022,20278.898,20389.37346,19907.76982,20101.12,45608149549,3.85E+11
29-06-2022,20715.20137,21183.62153,20223.80361,20293.4508,42703964992,3.95E+11
28-06-2022,21036.933,21496.338,20647.67841,20732.9834,39899888825,4.02E+11
27-06-2022,21504.60597,21836.73784,21001.3787,21029.2163,36017590144,4.08E+11
26-06-2022,21221.5269,21528.4212,20941.2133,21499.97104,45185609102,4.06E+11
25-06-2022,21097.6645,21461.36528,20764.6157,21279.53233,49938802076,4.03E+11
24-06-2022,19975.72993,21160.10148,19975.72993,21075.1688,50275136313,3.92E+11
23-06-2022,20722.22585,20859.85904,19845.68434,19976.05359,52507160192,3.88E+11
22-06-2022,20577.5997,21647.0789,20401.5783,20739.94339,56244118427,4.00E+11
21-06-2022,20580.038,20914.5884,19705.75385,20672.8011,63496474254,3.88E+11
20-06-2022,19010.4765,20706.3161,18022.46951,20554.9027,82744323328,3.68E+11
19-06-2022,20461.9237,20741.7391,17697.7025,19007.5031,61457061781,3.69E+11
18-06-2022,20406.0243,21292.183,20267.28728,20468.2145,67973860679,3.95E+11
17-06-2022,22579.09595,22943.38114,20252.0114,20383.6889,92380926152,4.09E+11
16-06-2022,22174.8006,22653.35756,20142.25361,22490.59073,90580280562,4.08E+11
15-06-2022,22456.7808,22982.3322,20869.15852,22209.515,1.24E+11,4.23E+11
14-06-2022,26599.66116,26863.63286,22070.9799,22509.0994,1.05E+11,4.62E+11
13-06-2022,28415.5422,28519.7408,26704.72936,26704.72936,60305080590,5.27E+11
12-06-2022,29095.1811,29425.9387,28170.85202,28399.9749,53289670457,5.50E+11
11-06-2022,30078.13233,30312.4407,28900.47871,29082.53195,52091153522,5.65E+11
10-06-2022,30212.85108,30639.96057,29982.06307,30111.70675,48748364380,5.77E+11
09-06-2022,31120.2203,31268.65782,29912.0293,30204.54858,75542208296,5.81E+11
08-06-2022,31380.1353,31545.8831,29266.125,31193.0692,68097897088,5.72E+11
07-06-2022,29930.4593,31729.39688,29925.32269,31367.4226,49275600327,5.96E+11
06-06-2022,29847.32634,30162.09609,29591.6353,29909.21037,28084240917,5.68E+11
05-06-2022,29705.77615,29927.8237,29475.2174,29840.07522,39962044160,5.66E+11
04-06-2022,30461.94854,30648.6798,29353.70495,29717.55805,53726854599,5.72E+11
03-06-2022,29795.17499,30614.12055,29628.06005,30441.46505,72164759239,5.73E+11
02-06-2022,31779.99955,31945.45942,29490.85088,29789.42113,64099978301,5.92E+11
01-06-2022,31734.2022,32298.41752,31242.2411,31852.83438,70227787193,6.04E+11
31-05-2022,29468.0772,31882.6501,29319.42998,31720.0295,50971087600,5.83E+11
30-05-2022,29031.30737,29530.42291,28855.5589,29445.7241,29084438123,5.55E+11
29-05-2022,28605.61109,29144.95937,28543.15571,29047.06027,52117457771,5.50E+11
28-05-2022,29194.91,29357.66681,28291.03514,28606.47447,79709591396,5.51E+11
27-05-2022,29554.5432,29868.8204,28143.43486,29353.61926,67488629632,5.61E+11
26-05-2022,29654.5966,30201.4321,29382.54239,29557.53374,59054062151,5.67E+11
25-05-2022,29096.33019,29794.4733,28749.97893,29674.1123,61173457223,5.58E+11
24-05-2022,30295.92774,30619.92559,28887.00372,29114.08113,49091907998,5.73E+11
23-05-2022,29445.06212,30426.87796,29246.77655,30366.04222,34792840363,5.68E+11
22-05-2022,29205.28752,29593.57411,28992.4553,29449.98556,48647341319,5.59E+11
21-05-2022,30319.70837,30698.26604,28761.51141,29234.03291,64020598172,5.68E+11
20-05-2022,28696.6142,30496.06039,28696.6142,30376.33148,77876670965,5.63E+11
19-05-2022,30446.06728,30622.94536,28714.1184,28760.1539,66819677366,5.64E+11
18-05-2022,29833.0525,30731.7049,29532.7609,30452.62433,54496429838,5.77E+11
17-05-2022,31293.22239,31293.22239,29239.1608,29880.54816,55757204907,5.71E+11
16-05-2022,30076.9329,31390.4799,29512.2442,31333.76562,45280980437,5.74E+11
15-05-2022,29289.7779,30255.8115,28735.71017,30123.7756,66074598286,5.60E+11
14-05-2022,29012.3858,30990.35616,28784.978,29250.004,1.43E+11,5.75E+11
13-05-2022,29044.2593,30133.2174,26812.8459,29130.0386,1.38E+11,5.44E+11
12-05-2022,31000.9768,32038.59434,28303.80556,28984.5358,1.03E+11,5.82E+11
11-05-2022,30106.43456,32574.53986,29853.41454,31024.7033,1.27E+11,5.96E+11
10-05-2022,34062.894,34215.7391,30184.77569,30363.86562,77739876770,6.22E+11
09-05-2022,35478.5649,35496.135,33828.1358,33933.54281,59930329173,6.58E+11
08-05-2022,36019.5551,36121.83241,34857.2501,35552.564,52179098249,6.83E+11
07-05-2022,36571.6072,36581.65968,35403.45741,36033.0634,84644729017,6.88E+11
06-05-2022,39690.0317,39793.9173,35756.46093,36568.7596,71671425773,7.31E+11
05-05-2022,37723.63989,39925.6099,37677.8973,39699.03396,57656679965,7.39E+11
04-05-2022,38509.95277,38641.79102,37542.86699,37732.29975,64576497095,7.28E+11
03-05-2022,38465.5131,39073.38889,38223.90525,38503.90959,65011354367,7.36E+11
02-05-2022,37636.02142,38615.5987,37572.2298,38467.094,49695227038,7.24E+11
01-05-2022,38600.01985,38767.5896,37653.41243,37660.45292,56363985095,7.32E+11
30-04-2022,39746.6764,39909.9063,38197.3721,38592.00442,67804116466,7.44E+11
29-04-2022,39235.7651,40306.95216,38935.6728,39749.9386,65834105863,7.54E+11
28-04-2022,38115.3023,39364.6236,38028.0629,39248.43928,73618715406,7.38E+11
27-04-2022,40420.00524,40704.66347,37768.63979,38026.74626,67555517227,7.55E+11
26-04-2022,39464.99826,40567.8904,38209.3961,40475.27521,58683004978,7.46E+11
25-04-2022,39441.6583,39846.0109,39140.6639,39479.99697,39181600747,7.54E+11
24-04-2022,39715.1349,39929.32287,39348.95155,39419.5301,61949621810,7.54E+11
23-04-2022,40480.3508,40759.0684,39285.1652,39757.5541,81778114660,7.63E+11
