Date,Open,High,Low,Close,Adj Close,Volume
18-02-2018,230.509003,232.643997,214.457993,215.735992,215.735992,1011120000
19-02-2018,215.414993,226.966995,215.376999,223.057007,223.057007,767596992
20-02-2018,223.087006,253.897995,222.507004,232.850998,232.850998,1739670016
21-02-2018,230.947998,235.410004,208.925003,213.352005,213.352005,1195820032
22-02-2018,212.841003,222.768005,191.809998,195.307999,195.307999,974379008
23-02-2018,194.192993,216.132004,184.070007,209.309006,209.309006,1065680000
24-02-2018,210.636993,220.307007,197.884003,209.421997,209.421997,937312000
25-02-2018,208.132004,225.548996,202.365005,220.475006,220.475006,1028590016
26-02-2018,222.138,234.417007,218.735992,220.962006,220.962006,1297080064
27-02-2018,221.710007,224.209,215.841003,216.598999,216.598999,856454016
28-02-2018,217.279007,223.509995,202.705994,202.895004,202.895004,761321984
01-03-2018,203.119003,214.697998,201.542007,209.75,209.75,678542016
02-03-2018,209.554993,213.128998,204.880005,212.556,212.556,627142016
03-03-2018,213.837997,217.763,209.537003,210.643005,210.643005,681865984
04-03-2018,210.235992,214.119995,205.363998,213.798996,213.798996,574675008
05-03-2018,213.740005,215.977997,209.248993,211.175003,211.175003,594828992
06-03-2018,210.513,210.513,193.156998,196.600998,196.600998,661078016
07-03-2018,196.826004,199.274994,175.647003,185.839005,185.839005,755924992
08-03-2018,185.697998,188.147003,176.173996,176.511002,176.511002,612508992
09-03-2018,176.481003,189.914993,160.425995,187.167999,187.167999,943363968
10-03-2018,188.113007,194.647995,176.535995,177.731995,177.731995,625808000
11-03-2018,177.513,193.477005,172.470001,188.945999,188.945999,669377984
12-03-2018,189.016006,193.339996,175.875,178.233994,178.233994,567628992
13-03-2018,177.597,181.869995,172.257004,175.781998,175.781998,468094016
14-03-2018,175.936996,177.546997,158.630005,161.100998,161.100998,480652992
15-03-2018,161.201996,167.332001,151.479004,164.475998,164.475998,564609024
16-03-2018,164.817001,171.257996,158.990997,165.449997,165.449997,436628000
17-03-2018,165.188004,165.218002,151.057999,152.968994,152.968994,403808992
18-03-2018,152.537003,156.154007,138.018005,154.074005,154.074005,595955008
19-03-2018,155.475006,163.048996,151.662994,161.141998,161.141998,504832992
20-03-2018,161.520996,173.300003,156.815002,168.817001,168.817001,492892000
21-03-2018,169.557007,175.261002,166.615005,169.052002,169.052002,462536000
22-03-2018,168.723007,172.306,161.113007,163.671997,163.671997,404996992
23-03-2018,163.576996,167.832001,157.263,167.832001,167.832001,348056000
24-03-2018,168.533997,168.653,159.630997,159.630997,159.630997,290270016
25-03-2018,158.863998,162.720993,157.520004,160.084,160.084,241431008
26-03-2018,160.164993,160.994003,143.123001,149.220993,149.220993,407135008
27-03-2018,148.960999,149.621002,135.779007,135.779007,135.779007,385104000
28-03-2018,135.490005,140.125,131.033997,131.746994,131.746994,328374016
29-03-2018,131.925003,132.610001,113.933998,114.679001,114.679001,476804000
30-03-2018,114.804001,124.902,110.257004,118.598,118.598,468439008
31-03-2018,118.637001,123.872002,116.183998,116.607002,116.607002,295439008
01-04-2018,116.904999,117.833,110.523003,115.222,115.222,274182016
02-04-2018,115.237,121.416,114.719002,119.306,119.306,271703008
03-04-2018,119.509003,136.447006,118.584,134.470001,134.470001,375408992
04-04-2018,133.908005,134.610001,116.583,118.412003,118.412003,380351008
05-04-2018,118.209,121.287003,114.468002,119.130997,119.130997,294022016
06-04-2018,118.815002,119.933998,112.787003,113.154999,113.154999,233190000
07-04-2018,113.135002,119.379997,113.095001,116.260002,116.260002,211470000
08-04-2018,116.291,118.550003,115.946999,117.670998,117.670998,194664000
09-04-2018,117.782997,122.426003,113.324997,114.989998,114.989998,260171008
10-04-2018,115.212997,115.400002,112.517998,114.263,114.263,202879008
11-04-2018,114.289001,119.094002,113.330002,118.291,118.291,230068992
12-04-2018,118.292,129.335007,113.551003,129.335007,129.335007,587510976
13-04-2018,129.274002,133.039993,124.056,125.353996,125.353996,458040000
14-04-2018,125.223999,129.339005,124.766998,126.293999,126.293999,258806000
15-04-2018,126.668999,132.044998,126.668999,132.044998,132.044998,274427008
16-04-2018,131.968002,132.626007,125.237999,128.335007,128.335007,290855008
17-04-2018,128.710007,139.653,128.710007,132.927994,132.927994,532336000
18-04-2018,132.376999,140.852997,132.376999,139.996994,139.996994,381161984
19-04-2018,140.041,146.867004,138.957993,146.300003,146.300003,408736000
20-04-2018,146.501007,155.723999,143.843994,155.537003,155.537003,491945984
21-04-2018,155.684998,156.610001,142.177994,148.934006,148.934006,482924000
22-04-2018,148.608002,152.229996,145.313995,146.774002,146.774002,338735008
23-04-2018,146.671997,152.768005,146.669998,152.251999,152.251999,376060000
24-04-2018,152.574997,165.942993,152.574997,165.781006,165.781006,643558016
25-04-2018,165.087006,165.087006,142.593002,144.764008,144.764008,613467008
26-04-2018,144.699005,153.822998,142.643005,153.679001,153.679001,412436992
27-04-2018,153.444,153.619003,145.904999,145.904999,145.904999,386742016
28-04-2018,145.742004,153.326004,145.742004,152.296005,152.296005,337116992
29-04-2018,152.164993,155.621002,148.897003,153.630997,153.630997,388081984
30-04-2018,153.647003,154.080994,147.871002,148.477005,148.477005,341396992
01-05-2018,148.343994,148.544998,143.938995,148.488007,148.488007,342152000
02-05-2018,148.445007,152.886993,146.983994,151.576996,151.576996,354656992
03-05-2018,151.858994,163.996994,151.011993,161.459,161.459,617984000
04-05-2018,160.468994,170.378006,157.936996,168.787994,168.787994,633054976
05-05-2018,168.350006,181.628006,168.350006,177.761993,177.761993,741246016
06-05-2018,178.020996,182.882996,166.175003,171.800003,171.800003,626270016
07-05-2018,171.759003,171.917007,158.929993,164.878998,164.878998,573281024
08-05-2018,164.830002,167.981003,158.158005,159.617004,159.617004,466308992
09-05-2018,159.617004,159.617004,152.598007,157.054993,157.054993,448136000
10-05-2018,157.151001,160.335999,149.337006,149.869003,149.869003,426694016
11-05-2018,149.445007,149.445007,134.725998,137.117004,137.117004,530416000
12-05-2018,137.257004,144.419006,132.587997,141.882004,141.882004,410184992
13-05-2018,141.798004,147.246002,137.654999,144.587997,144.587997,383224000
14-05-2018,144.623993,152.154999,136.072006,147.714005,147.714005,584222016
15-05-2018,147.488007,149.382996,138.570007,139.880005,139.880005,415984992
16-05-2018,139.649994,140.651001,135.276993,139.268005,139.268005,351689984
17-05-2018,139.559006,141.166,131.951996,132.772995,132.772995,320248992
18-05-2018,132.703995,137.054993,129.703003,136.057007,136.057007,371688000
19-05-2018,135.964996,137.501007,133.871002,135.320007,135.320007,310963008
20-05-2018,135.272003,140.315002,133.794006,139.697998,139.697998,324983008
21-05-2018,139.643997,139.643997,133.934006,134.509003,134.509003,308376992
22-05-2018,134.259995,135.604996,128.332001,128.675995,128.675995,294447008
23-05-2018,128.807999,129.332001,117.349998,119.314003,119.314003,373329984
24-05-2018,119.195,124.371002,115.889999,122.612999,122.612999,345857984
25-05-2018,122.558998,124.202003,117.820999,119.442001,119.442001,297743008
26-05-2018,119.349998,122.250999,117.867996,118.277,118.277,275851008
27-05-2018,118.503998,118.848,116.986,117.991997,117.991997,258727008
28-05-2018,117.93,119.083,111.475998,111.598,111.598,295723008
29-05-2018,111.844002,121.962997,110.903,119.568001,119.568001,350520000
30-05-2018,119.540001,122.375999,116.016998,117.532997,117.532997,305275008
31-05-2018,117.318001,120.594002,116.638,118.073997,118.073997,297183008
01-06-2018,118.028,120.195999,117.115997,119.915001,119.915001,290886016
02-06-2018,119.828003,123.893997,118.955002,123.306999,123.306999,310800000
03-06-2018,123.285004,127.367996,122.365997,125.5,125.5,322787008
04-06-2018,125.210999,126.325996,118.727997,119.903,119.903,299780992
05-06-2018,119.896004,122.005997,116.442001,121.700996,121.700996,300892000
06-06-2018,121.888,122.138,118.556,121.182999,121.182999,324158016
07-06-2018,121.338997,123.178001,119.621002,121.426003,121.426003,365670016
08-06-2018,121.515999,121.945999,118.705002,120.084,120.084,285831008
09-06-2018,120.108002,121.025002,117.740997,117.740997,117.740997,242235008
10-06-2018,117.561996,117.561996,104.082001,107.043999,107.043999,399889984
11-06-2018,106.541,108.847,104.124001,107.515999,107.515999,331430016
12-06-2018,107.428001,108.057999,99.374603,100.751999,100.751999,333163008
13-06-2018,100.799004,100.947998,91.288498,94.0756,94.0756,360492992
14-06-2018,93.993698,102.417,93.611603,101.153999,101.153999,367742016
15-06-2018,101.114998,101.114998,95.599503,96.676003,96.676003,293284992
16-06-2018,96.5784,98.346397,93.970596,97.577003,97.577003,259324992
17-06-2018,97.717598,98.657204,95.532997,96.1026,96.1026,242331008
18-06-2018,95.773499,99.8134,93.910004,98.819,98.819,282937984
19-06-2018,98.727303,100.82,97.3983,98.8377,98.8377,284982016
20-06-2018,98.956299,99.204597,95.967102,97.9935,97.9935,261392000
21-06-2018,97.881203,98.869499,96.364899,96.925499,96.925499,261544000
22-06-2018,96.941101,97.123703,81.395897,85.075897,85.075897,458636992
23-06-2018,85.093002,86.361198,81.642998,82.603699,82.603699,439203008
24-06-2018,82.739098,83.388603,74.288101,80.7771,80.7771,449884992
25-06-2018,80.3666,86.072899,79.0205,81.833397,81.833397,458366016
26-06-2018,81.815201,82.497803,76.853699,76.866699,76.866699,258432992
27-06-2018,76.931999,81.339302,75.862999,80.659698,80.659698,274128000
28-06-2018,80.625702,81.039101,74.439201,74.929802,74.929802,263414000
29-06-2018,74.808899,80.178497,73.172699,78.768898,78.768898,309339008
30-06-2018,78.946602,83.244301,78.946602,81.374001,81.374001,276550016
01-07-2018,81.503998,81.607498,78.361099,80.242897,80.242897,343401984
02-07-2018,80.2677,86.270897,78.688202,85.257103,85.257103,302471008
03-07-2018,85.387802,89.276802,84.734901,85.101303,85.101303,343900992
04-07-2018,85.172798,89.116203,84.0214,85.494003,85.494003,282222016
05-07-2018,85.653198,86.670502,82.541901,83.760002,83.760002,306121984
06-07-2018,83.837303,84.596497,81.321404,83.378098,83.378098,253160000
07-07-2018,83.404297,86.201897,80.702003,86.201897,86.201897,238936992
08-07-2018,86.262299,86.678101,82.181999,82.396004,82.396004,239655008
09-07-2018,82.544098,83.257797,80.748001,80.857597,80.857597,263326000
10-07-2018,80.782303,80.882698,75.383499,76.083504,76.083504,321614016
11-07-2018,76.129898,80.796898,76.074303,78.699898,78.699898,284915008
12-07-2018,78.594101,78.594101,75.3106,76.808601,76.808601,267396992
13-07-2018,77.292099,78.434601,76.107597,76.942497,76.942497,256038000
14-07-2018,76.973297,77.541801,76.178497,76.722397,76.722397,197776000
15-07-2018,76.704597,79.6492,76.015503,78.939003,78.939003,230467008
16-07-2018,78.959602,84.595901,78.214798,84.595901,84.595901,307904000
17-07-2018,84.301498,90.3097,82.999496,89.806099,89.806099,341836000
18-07-2018,89.821503,93.649902,86.027802,86.962097,86.962097,375428992
19-07-2018,86.898201,88.829399,85.788498,86.667702,86.667702,307785984
20-07-2018,86.681999,86.681999,82.421097,82.754601,82.754601,287448000
21-07-2018,82.658302,85.245003,80.671204,84.463898,84.463898,246152992
22-07-2018,84.264503,84.630501,82.871902,83.156197,83.156197,245916992
23-07-2018,83.231499,86.054604,82.314102,82.433197,82.433197,296071008
24-07-2018,82.682999,89.285202,81.931999,89.285202,89.285202,440572992
25-07-2018,88.657204,89.922401,85.411301,86.2817,86.2817,310156992
26-07-2018,86.277199,88.022202,83.186501,84.027496,84.027496,286579008
27-07-2018,83.730003,85.2183,82.043999,84.4636,84.4636,358798016
28-07-2018,84.536903,84.628098,82.8311,83.624001,83.624001,279804992
29-07-2018,84.0541,85.2071,83.384598,84.084099,84.084099,276696000
30-07-2018,84.153999,84.712898,80.600403,82.849899,82.849899,313998000
31-07-2018,82.689301,82.939499,76.810402,79.702301,79.702301,319362000
01-08-2018,80.3908,80.733498,76.401497,77.855598,77.855598,301530000
02-08-2018,77.714203,78.538002,75.6147,76.138802,76.138802,285466000
03-08-2018,76.301804,77.566399,74.465599,77.5355,77.5355,298295000
04-08-2018,77.422302,77.822899,72.763,73.1987,73.1987,262765000
05-08-2018,73.379097,75.001099,72.689598,74.589401,74.589401,265627000
06-08-2018,75.0616,76.585899,72.790298,73.888298,73.888298,265134000
07-08-2018,74.003098,75.227798,68.1278,68.170303,68.170303,299418000
08-08-2018,68.162804,68.162804,62.138302,62.490398,62.490398,313187000
09-08-2018,62.473,65.5774,61.2962,63.980801,63.980801,270095000
10-08-2018,63.974998,64.930099,58.863098,59.394001,59.394001,259781000
11-08-2018,59.487598,59.798698,55.672699,58.3591,58.3591,259948000
12-08-2018,58.217499,61.705799,57.956699,59.328098,59.328098,276383000
13-08-2018,59.4837,60.597801,56.306,56.848202,56.848202,223061000
14-08-2018,57.004799,57.0536,51.158501,54.559399,54.559399,250440000
15-08-2018,54.679001,58.947899,54.300499,54.500401,54.500401,282699000
16-08-2018,54.535999,57.426998,54.510502,55.3619,55.3619,211779000
17-08-2018,55.329399,61.5144,55.193001,61.5144,61.5144,263383000
18-08-2018,61.556801,62.034,55.802898,57.2757,57.2757,243057000
19-08-2018,57.222698,58.741798,56.543301,57.938999,57.938999,204484000
20-08-2018,57.908401,58.551201,53.978401,53.996201,53.996201,244192000
21-08-2018,53.771599,56.797901,53.771599,56.350201,56.350201,187486000
22-08-2018,56.6591,59.011398,54.378399,55.3186,55.3186,228893000
23-08-2018,55.193699,57.809101,54.393501,57.5434,57.5434,205125000
24-08-2018,57.604198,58.278198,55.953602,57.929798,57.929798,194676000
25-08-2018,57.923599,58.2146,57.365002,57.907902,57.907902,187571000
26-08-2018,58.051601,58.1054,56.2384,57.334099,57.334099,206572000
27-08-2018,57.2593,60.4244,56.927898,60.249901,60.249901,228072000
28-08-2018,60.226002,63.397202,59.623001,63.024399,63.024399,246764000
29-08-2018,63.029202,63.389702,60.738499,61.7672,61.7672,220637000
30-08-2018,61.765598,62.034599,58.919201,60.315201,60.315201,219094000
31-08-2018,60.422798,62.254902,59.324902,61.925499,61.925499,265252000
01-09-2018,61.7388,67.250702,61.7388,65.950996,65.950996,306586000
02-09-2018,65.984802,66.901398,64.329803,65.649399,65.649399,265104000
03-09-2018,65.817596,66.198502,64.321602,65.373199,65.373199,235034000
04-09-2018,65.319901,68.977203,65.2276,67.7099,67.7099,308206000
05-09-2018,67.6679,68.118797,58.437698,58.437698,58.437698,409226000
06-09-2018,58.320999,58.320999,54.909599,57.486198,57.486198,351270000
07-09-2018,57.342201,58.1166,55.5117,56.1978,56.1978,229626000
08-09-2018,56.126701,57.6063,52.584202,53.244598,53.244598,223684000
09-09-2018,53.2747,56.399799,52.717201,54.924198,54.924198,253320000
10-09-2018,54.993698,56.0653,53.496201,54.595798,54.595798,251240000
11-09-2018,54.6068,54.784801,51.075802,52.367298,52.367298,272379000
12-09-2018,52.389,52.411701,47.6675,51.656601,51.656601,290357000
13-09-2018,51.883301,55.049198,51.7603,54.5364,54.5364,295074000
14-09-2018,54.647598,58.439098,53.316002,56.5765,56.5765,336190000
15-09-2018,56.336899,58.400799,56.175301,56.7131,56.7131,252020000
16-09-2018,56.581001,57.368099,55.058899,56.972698,56.972698,253978000
17-09-2018,57.0201,57.750099,51.849602,52.540501,52.540501,261325000
18-09-2018,52.2938,55.1008,50.9995,54.097198,54.097198,296552000
19-09-2018,54.017502,54.923,52.2556,54.334499,54.334499,271642000
20-09-2018,54.372799,57.153702,53.639801,56.634399,56.634399,260631000
21-09-2018,56.7827,62.057098,56.462299,60.722801,60.722801,398550000
22-09-2018,60.814602,61.708698,57.744701,60.4366,60.4366,298424000
23-09-2018,60.548302,63.187,59.995098,61.366402,61.366402,304888000
24-09-2018,61.339298,61.339298,57.304798,57.969101,57.969101,296366000
25-09-2018,58.021,58.147598,54.737598,57.537601,57.537601,351579000
26-09-2018,57.4492,59.620098,56.701698,57.3955,57.3955,294136000
27-09-2018,57.450001,64.294998,56.923901,62.979401,62.979401,574277000
28-09-2018,63.171501,64.4226,60.807899,61.8951,61.8951,459862000
29-09-2018,61.643501,62.025299,59.4916,61.606899,61.606899,356028000
30-09-2018,61.625301,62.3885,60.1497,61.141899,61.141899,463002000
01-10-2018,61.098598,61.729698,59.740002,60.208099,60.208099,456583000
02-10-2018,60.301201,61.252201,59.410702,59.705399,59.705399,444830000
03-10-2018,59.5755,59.5755,57.076599,57.477501,57.477501,452464000
04-10-2018,57.5215,59.049,57.444901,58.279499,58.279499,343602000
05-10-2018,58.331501,59.127201,57.673698,58.766201,58.766201,371790000
06-10-2018,58.875702,58.9198,57.266602,57.844101,57.844101,375900000
07-10-2018,57.934898,58.364399,57.208199,58.160301,58.160301,435270000
08-10-2018,58.2318,59.824402,57.481998,59.412601,59.412601,347408000
09-10-2018,59.4454,59.529099,58.2118,58.713299,58.713299,318545000
10-10-2018,58.664101,58.664101,57.425701,57.9818,57.9818,358009000
11-10-2018,57.976398,57.976398,50.991199,51.233002,51.233002,343098000
12-10-2018,50.874599,53.821499,50.874599,53.551701,53.551701,280891000
13-10-2018,53.4561,54.277599,53.214199,53.451801,53.451801,237333000
14-10-2018,53.509201,53.8386,52.032299,52.187401,52.187401,242221000
15-10-2018,52.173801,57.462002,51.914902,54.879601,54.879601,431765000
16-10-2018,54.965099,55.481701,53.673698,54.068199,54.068199,281917000
17-10-2018,54.2649,54.2649,53.0853,53.6721,53.6721,295022000
18-10-2018,53.7169,53.986698,52.129101,52.526901,52.526901,296411000
19-10-2018,52.552299,53.599998,52.237499,53.0201,53.0201,272130000
20-10-2018,53.067001,53.4618,52.7967,53.362801,53.362801,258418000
21-10-2018,53.4347,53.773102,52.7127,52.915798,52.915798,273510000
22-10-2018,52.784599,53.114201,52.012798,52.203899,52.203899,263337000
23-10-2018,52.237,52.873501,51.940201,52.541302,52.541302,278025000
24-10-2018,52.456501,53.007999,52.286499,52.514999,52.514999,291042000
25-10-2018,52.488098,52.510101,52.060101,52.2346,52.2346,241117000
26-10-2018,52.219601,52.483398,51.731701,52.0989,52.0989,292908000
27-10-2018,52.1278,52.3606,51.774799,51.931999,51.931999,312308000
28-10-2018,52.052299,52.172199,51.484699,51.9375,51.9375,335237000
29-10-2018,51.832699,52.030201,48.654202,49.0714,49.0714,373076000
30-10-2018,48.996498,49.4772,48.788502,49.239101,49.239101,295448000
31-10-2018,49.337799,49.940498,48.3214,49.441502,49.441502,410734000
01-11-2018,49.562302,51.027802,49.416199,50.2719,50.2719,321492000
02-11-2018,50.3395,51.659801,50.315399,51.3307,51.3307,362726000
03-11-2018,51.2976,51.361,50.760799,50.9734,50.9734,325128000
04-11-2018,50.986198,55.1367,50.815701,53.612499,53.612499,441533000
05-11-2018,53.5933,54.708099,53.1115,53.546299,53.546299,398133000
06-11-2018,53.702499,55.945099,53.482899,55.945099,55.945099,371534000
07-11-2018,56.043999,56.157101,53.706902,54.1889,54.1889,385412000
08-11-2018,54.192402,54.462898,52.372898,52.373402,52.373402,351857000
09-11-2018,52.3647,52.7243,51.6702,51.896,51.896,386711000
10-11-2018,51.9268,52.698502,51.8442,52.401798,52.401798,322713000
11-11-2018,52.318901,52.4701,50.248501,51.364899,51.364899,410262000
12-11-2018,51.4771,51.681301,50.469299,50.648201,50.648201,388194000
13-11-2018,50.634899,50.967499,49.261002,49.696602,49.696602,356433000
14-11-2018,49.578899,50.299198,41.9436,43.610802,43.610802,604639000
15-11-2018,43.727699,44.242001,40.7775,43.948299,43.948299,588718000
16-11-2018,43.961102,43.961102,42.086601,42.4589,42.4589,411507000
17-11-2018,42.4888,42.4888,41.662899,41.928902,41.928902,330818000
18-11-2018,42.0882,42.9795,42.006401,42.3279,42.3279,352001000
19-11-2018,42.339401,42.339401,35.969501,36.641102,36.641102,571241000
20-11-2018,36.572498,37.910801,31.4067,33.044201,33.044201,619356000
21-11-2018,33.065201,34.670601,31.892599,34.670601,34.670601,504001000
22-11-2018,34.692799,34.899502,32.195099,32.195099,32.195099,468218000
23-11-2018,32.022202,33.025002,31.1353,32.159698,32.159698,462932000
24-11-2018,32.259701,33.146702,28.764,29.217699,29.217699,396969000
25-11-2018,29.226801,31.914101,27.072701,30.8922,30.8922,573938000
26-11-2018,30.8687,32.113201,28.3832,29.410999,29.410999,528902000
27-11-2018,29.409599,31.349199,28.8193,31.0688,31.0688,486621000
28-11-2018,31.116899,35.978298,30.971201,34.626598,34.626598,573550000
29-11-2018,34.71944,35.538494,33.223019,33.797447,33.797447,476701013
30-11-2018,33.799175,34.25259,31.432522,32.064762,32.064762,431153649
01-12-2018,32.130596,35.15485,31.505257,34.340736,34.340736,428286157
02-12-2018,34.262409,35.137863,33.43261,33.71315,33.71315,407318732
03-12-2018,33.810291,33.810291,30.49416,31.072802,31.072802,431873524
04-12-2018,31.005577,32.149879,30.393677,31.186125,31.186125,398521610
05-12-2018,31.215851,31.386568,29.277233,29.295238,29.295238,392132740
06-12-2018,29.248985,30.408764,26.91877,26.943661,26.943661,451241301
07-12-2018,26.907946,26.907946,22.997705,25.272585,25.272585,519622321
08-12-2018,25.128456,26.627741,23.6269,24.864017,24.864017,504751040
09-12-2018,24.803595,26.913271,24.803595,25.947023,25.947023,471979152
10-12-2018,25.911686,26.125834,24.502552,24.6178,24.6178,423653343
11-12-2018,24.600491,24.952085,23.510136,23.802383,23.802383,386533569
12-12-2018,23.795937,25.250565,23.71084,24.49383,24.49383,367818943
13-12-2018,24.530657,24.659683,23.607573,23.668861,23.668861,328942983
14-12-2018,23.646481,23.754459,22.824781,23.464331,23.464331,318851820
15-12-2018,23.462881,24.116274,23.340948,23.782425,23.782425,291476162
16-12-2018,23.787989,26.725233,23.777025,25.59721,25.59721,424549776
17-12-2018,25.682781,30.403738,25.682781,29.26889,29.26889,613385969
18-12-2018,29.266506,30.142157,28.253374,30.142157,30.142157,492064386
19-12-2018,30.327751,31.769341,29.449499,29.682787,29.682787,505439992
20-12-2018,29.604042,33.258156,29.410448,32.816872,32.816872,796645103
21-12-2018,32.732635,34.283398,30.296894,30.796618,30.796618,546504526
22-12-2018,30.82662,31.855911,30.334074,31.855911,31.855911,419546205
23-12-2018,31.992167,34.147011,31.802282,33.459675,33.459675,554317219
24-12-2018,33.473583,36.558315,33.196667,33.196667,33.196667,535897387
25-12-2018,33.401596,33.401596,30.452274,31.134329,31.134329,508836253
26-12-2018,31.093464,32.204876,29.746025,30.985901,30.985901,464721770
27-12-2018,30.962173,31.363218,28.131933,28.294508,28.294508,442100051
28-12-2018,28.300598,33.359837,28.300598,32.51083,32.51083,486919645
29-12-2018,32.558426,33.338654,31.52054,31.565002,31.565002,390868406
30-12-2018,31.423141,32.378098,31.167883,31.976517,31.976517,405650440
31-12-2018,31.977234,32.000603,30.164322,30.468224,30.468224,367746437
01-01-2019,30.458393,32.097584,30.26428,31.979931,31.979931,379429124
02-01-2019,32.021229,33.793324,31.765974,33.433681,33.433681,414331918
03-01-2019,33.353573,33.420704,31.59248,32.026699,32.026699,345068249
04-01-2019,32.016525,33.02335,31.437557,32.404167,32.404167,391010579
05-01-2019,32.345547,36.14344,32.344795,34.936867,34.936867,640607603
06-01-2019,34.847218,39.959141,34.784061,39.298855,39.298855,809493170
07-01-2019,39.279751,39.64756,37.613743,37.806274,37.806274,586891613
08-01-2019,37.918991,40.950657,37.918991,39.479717,39.479717,643946959
09-01-2019,39.446453,40.278614,38.902725,38.985535,38.985535,504601883
10-01-2019,38.987137,39.524033,33.03175,33.866009,33.866009,701124437
11-01-2019,33.683475,34.098728,32.046043,32.327629,32.327629,628980637
12-01-2019,32.456207,32.938995,32.030506,32.384426,32.384426,491524393
13-01-2019,32.395824,33.138565,30.127712,30.332897,30.332897,564244096
14-01-2019,30.378098,32.733948,30.310152,32.358242,32.358242,593098938
15-01-2019,32.384205,32.706947,31.079927,31.507069,31.507069,527294088
16-01-2019,31.438589,32.246391,31.268059,31.823418,31.823418,539347966
17-01-2019,31.850113,31.946886,30.676147,31.888651,31.888651,609389197
18-01-2019,31.91345,31.940603,30.95557,31.311487,31.311487,566482194
19-01-2019,31.480209,33.112358,31.368427,32.550724,32.550724,585789957
20-01-2019,32.490044,33.354145,30.935497,31.176407,31.176407,584024741
21-01-2019,31.188656,31.389185,30.956667,31.21287,31.21287,531048792
22-01-2019,31.213305,32.019772,30.324675,31.684425,31.684425,589374367
23-01-2019,31.669024,32.386166,31.558426,32.001957,32.001957,613521888
24-01-2019,32.042973,33.042126,31.427628,32.776108,32.776108,614405338
